ts,value
2021-01-03T00:00:00.000+04:00,-2.8271964
2021-01-03T00:00:15.000+04:00,-2.985557
2021-01-03T00:00:30.000+04:00,-2.9656763
2021-01-03T00:00:45.000+04:00,-3.1538424
2021-01-03T00:01:00.000+04:00,-3.4000432
2021-01-03T00:01:15.000+04:00,-3.388567
2021-01-03T00:01:30.000+04:00,-3.5049021
2021-01-03T00:01:45.000+04:00,-3.6056368
2021-01-03T00:02:00.000+04:00,-3.6998596
2021-01-03T00:02:15.000+04:00,-3.8017595
2021-01-03T00:02:30.000+04:00,-3.8715248
2021-01-03T00:02:45.000+04:00,-3.9117444
2021-01-03T00:03:00.000+04:00,-3.8384073
2021-01-03T00:03:15.000+04:00,-3.9130027
2021-01-03T00:03:30.000+04:00,-4.04622
2021-01-03T00:03:45.000+04:00,-4.2324476
2021-01-03T00:04:00.000+04:00,-4.2480755
2021-01-03T00:04:30.000+04:00,-4.342791
2021-01-03T00:04:45.000+04:00,-0.1502
2021-01-03T00:05:00.000+04:00,-4.437684
2021-01-03T00:05:15.000+04:00,-4.5235596
2021-01-03T00:05:30.000+04:00,-4.723375
2021-01-03T00:05:45.000+04:00,-4.8632197
2021-01-03T00:06:00.000+04:00,-4.8857846
2021-01-03T00:06:15.000+04:00,-5.058961
2021-01-03T00:06:30.000+04:00,-5.1983385
2021-01-03T00:06:45.000+04:00,-5.247409
2021-01-03T00:07:00.000+04:00,-5.263663
2021-01-03T00:07:15.000+04:00,-5.4318914
2021-01-03T00:07:30.000+04:00,-5.551486
2021-01-03T00:07:45.000+04:00,-5.515538
2021-01-03T00:08:00.000+04:00,-5.533139
2021-01-03T00:08:15.000+04:00,-5.6438813
2021-01-03T00:08:30.000+04:00,-5.4204564
2021-01-03T00:08:45.000+04:00,-5.5459557
2021-01-03T00:09:00.000+04:00,-5.5936723
2021-01-03T00:09:15.000+04:00,-5.553199
2021-01-03T00:09:30.000+04:00,-5.5627265
2021-01-03T00:09:45.000+04:00,-5.5061493
2021-01-03T00:10:00.000+04:00,-5.4929595
2021-01-03T00:10:15.000+04:00,-5.55465
2021-01-03T00:10:30.000+04:00,-5.563114
2021-01-03T00:10:45.000+04:00,-5.4762454
2021-01-03T00:11:00.000+04:00,-5.482937
2021-01-03T00:11:15.000+04:00,-5.4432826
2021-01-03T00:11:30.000+04:00,-5.4461765
2021-01-03T00:11:45.000+04:00,-5.405712
2021-01-03T00:12:00.000+04:00,-5.434684
2021-01-03T00:12:15.000+04:00,-5.6184864
2021-01-03T00:12:30.000+04:00,-5.6276135
2021-01-03T00:12:45.000+04:00,-5.8158603
2021-01-03T00:13:00.000+04:00,-5.8083215
2021-01-03T00:13:15.000+04:00,-5.671492
2021-01-03T00:13:30.000+04:00,-5.8198676
2021-01-03T00:13:45.000+04:00,-5.769143
2021-01-03T00:14:00.000+04:00,-5.675114
2021-01-03T00:14:15.000+04:00,-5.7377768
2021-01-03T00:14:30.000+04:00,-5.7392263
2021-01-03T00:14:45.000+04:00,-5.7159595
2021-01-03T00:15:00.000+04:00,-5.788472
2021-01-03T00:15:15.000+04:00,-5.9603605
2021-01-03T00:15:30.000+04:00,-6.048222
2021-01-03T00:15:45.000+04:00,-6.087053
2021-01-03T00:16:00.000+04:00,-6.2209496
2021-01-03T00:16:30.000+04:00,-6.211132
2021-01-03T00:16:45.000+04:00,-6.286912
2021-01-03T00:17:00.000+04:00,-6.2514486
2021-01-03T00:17:15.000+04:00,-6.479839
2021-01-03T00:17:30.000+04:00,-6.7017813
2021-01-03T00:17:45.000+04:00,-6.6597743
2021-01-03T00:18:00.000+04:00,-6.779616
2021-01-03T00:18:15.000+04:00,-6.896705
2021-01-03T00:18:30.000+04:00,-6.941441
2021-01-03T00:18:45.000+04:00,-7.031322
2021-01-03T00:19:00.000+04:00,-6.9709473
2021-01-03T00:19:15.000+04:00,-7.058017
2021-01-03T00:19:30.000+04:00,-1.0184
2021-01-03T00:19:45.000+04:00,-6.949686
2021-01-03T00:20:00.000+04:00,-6.867185
2021-01-03T00:20:15.000+04:00,-6.827128
2021-01-03T00:20:30.000+04:00,-0.8108
2021-01-03T00:20:45.000+04:00,-6.8381443
2021-01-03T00:21:00.000+04:00,-6.7956195
2021-01-03T00:21:15.000+04:00,-6.59444
2021-01-03T00:21:30.000+04:00,-6.6659074
2021-01-03T00:21:45.000+04:00,-6.480623
2021-01-03T00:22:00.000+04:00,-6.5257874
2021-01-03T00:22:15.000+04:00,-6.523703
2021-01-03T00:22:30.000+04:00,-6.4143715
2021-01-03T00:22:45.000+04:00,-6.1972947
2021-01-03T00:23:00.000+04:00,-6.132875
2021-01-03T00:23:15.000+04:00,-5.964714
2021-01-03T00:23:30.000+04:00,-0.1223
2021-01-03T00:23:45.000+04:00,-5.937381
2021-01-03T00:24:00.000+04:00,-6.055214
2021-01-03T00:24:15.000+04:00,-5.9988174
2021-01-03T00:24:30.000+04:00,-6.0569944
2021-01-03T00:24:45.000+04:00,-5.9414487
2021-01-03T00:25:00.000+04:00,-5.742684
2021-01-03T00:25:15.000+04:00,-5.7144036
2021-01-03T00:25:30.000+04:00,-5.632312
2021-01-03T00:25:45.000+04:00,-5.520713
2021-01-03T00:26:00.000+04:00,0.1521
2021-01-03T00:26:15.000+04:00,-5.5624104
2021-01-03T00:26:30.000+04:00,-5.605016
2021-01-03T00:26:45.000+04:00,-5.619033
2021-01-03T00:27:00.000+04:00,-5.632066
2021-01-03T00:27:15.000+04:00,-5.59482
2021-01-03T00:27:30.000+04:00,-5.5308013
2021-01-03T00:27:45.000+04:00,-5.5080147
2021-01-03T00:28:00.000+04:00,-5.429966
2021-01-03T00:28:15.000+04:00,-5.3408613
2021-01-03T00:28:30.000+04:00,-5.2903066
2021-01-03T00:28:45.000+04:00,-5.532808
2021-01-03T00:29:00.000+04:00,-5.5373716
2021-01-03T00:29:15.000+04:00,-5.6003046
2021-01-03T00:29:30.000+04:00,-5.5441136
2021-01-03T00:29:45.000+04:00,-5.501005
2021-01-03T00:30:00.000+04:00,-5.4398866
2021-01-03T00:30:15.000+04:00,-5.595965
2021-01-03T00:30:30.000+04:00,-5.3299475
2021-01-03T00:30:45.000+04:00,-5.2790422
2021-01-03T00:31:00.000+04:00,-5.1359563
2021-01-03T00:31:15.000+04:00,-5.063798
2021-01-03T00:31:30.000+04:00,-4.954775
2021-01-03T00:31:45.000+04:00,-4.9483953
2021-01-03T00:32:00.000+04:00,-4.7210674
2021-01-03T00:32:15.000+04:00,-4.6139
2021-01-03T00:32:30.000+04:00,-4.5759015
2021-01-03T00:32:45.000+04:00,-4.5849805
2021-01-03T00:33:00.000+04:00,-4.471646
2021-01-03T00:33:15.000+04:00,-4.384407
2021-01-03T00:33:30.000+04:00,-4.2584724
2021-01-03T00:33:45.000+04:00,-4.1607523
2021-01-03T00:34:00.000+04:00,-4.200255
2021-01-03T00:34:15.000+04:00,-4.0918913
2021-01-03T00:34:30.000+04:00,-4.0619698
